rule_id,visual,model_output,groundtruth
285,leftright,"Characters on the right side in the image are characters that contain a ""W"" shape.",contain a W shape
286,circle,Characters inside the circle in the image are characters that contain a check mark shape.,include shapes of V or W
286,color,Characters colored red in the image are characters that contain a check mark shape.,include shapes of V or W
286,leftright,Characters on the right side in the image are characters that contain a check mark shape.,include shapes of V or W
287,circle,Characters inside the circle in the image are characters that contain a loop.,contain a hook-like shape at the bottom-right corner
287,color,Characters colored red in the image are characters that contain a loop.,contain a hook-like shape at the bottom-right corner
287,leftright,Characters on the right side in the image are characters that contain a loop.,contain a hook-like shape at the bottom-right corner
288,circle,Characters inside the circle in the image are characters that contain at least one curved line.,"contain an enclosed shape, space or loop"
288,color,Characters colored red in the image are characters that contain a loop.,"contain an enclosed shape, space or loop"
288,leftright,Characters on the right side in the image are characters that contain a loop.,"contain an enclosed shape, space or loop"
289,circle,Characters inside the circle in the image are characters that contain a curved line.,have crossing lines and 4-way junctions
289,color,Characters colored red in the image are characters that contain a loop.,have crossing lines and 4-way junctions
289,leftright,Characters on the right side in the image are characters that contain a loop.,have crossing lines and 4-way junctions
28,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain a small closed circular loop
28,color,Characters colored red in the image are characters that contain a small loop or circle.,contain a small closed circular loop
28,leftright,Characters on the right side in the image are characters that contain a diagonal line.,contain a small closed circular loop
290,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,"have 2 short segments at the top and bottom of symmetrical vertical characters, like OH or its mirror image"
290,color,Characters colored red in the image are characters that contain a vertical line in the middle.,"have 2 short segments at the top and bottom of symmetrical vertical characters, like OH or its mirror image"
290,leftright,Characters on the right side in the image are characters that contain a vertical line on the right side.,"have 2 short segments at the top and bottom of symmetrical vertical characters, like OH or its mirror image"
291,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have a flag-like mark in the top-right corner
291,color,Characters colored red in the image are characters that contain a small horizontal line extending from the top right corner.,have a flag-like mark in the top-right corner
291,leftright,Characters on the right side in the image are characters that contain a horizontal line with a small vertical line extending upwards from it.,have a flag-like mark in the top-right corner
292,circle,Characters inside the circle in the image are characters that contain diagonal lines.,"contain diagonal lines and acute angles, but no flags"
292,color,Characters colored red in the image are characters that contain diagonal lines.,"contain diagonal lines and acute angles, but no flags"
292,leftright,Characters on the right side in the image are characters that contain diagonal lines.,"contain diagonal lines and acute angles, but no flags"
293,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,are variations of the letter E in different orientations and with embellishments
293,color,Characters colored red in the image are characters that contain three horizontal lines.,are variations of the letter E in different orientations and with embellishments
293,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,are variations of the letter E in different orientations and with embellishments
294,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have flagged and unflagged pairs
294,color,Characters colored red in the image are characters that contain a vertical line.,have flagged and unflagged pairs
294,leftright,Characters on the right side in the image are characters that contain a horizontal line with a small vertical line attached to it.,have flagged and unflagged pairs
295,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have a full length internal horizontal line
295,color,Characters colored red in the image are characters that contain at least one horizontal line.,have a full length internal horizontal line
295,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,have a full length internal horizontal line
296,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have 180-degree rotational symmetry
296,color,Characters colored red in the image are characters that contain at least one diagonal line.,have 180-degree rotational symmetry
296,leftright,Characters on the right side in the image are characters that contain at least one enclosed area.,have 180-degree rotational symmetry
297,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have a solid base line composed of one continuous horizontal line
297,color,Characters colored red in the image are characters that contain a diagonal line.,have a solid base line composed of one continuous horizontal line
297,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,have a solid base line composed of one continuous horizontal line
298,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,contain at least one enclosed rectangle
298,color,Characters colored red in the image are characters that contain at least one vertical line.,contain at least one enclosed rectangle
298,leftright,Characters on the right side in the image are characters that contain a vertical line.,contain at least one enclosed rectangle
299,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,have exactly one enclosed space
299,color,Characters colored red in the image are characters that contain at least one enclosed shape.,have exactly one enclosed space
299,leftright,Characters on the right side in the image are characters that contain a vertical line.,have exactly one enclosed space
29,circle,Characters inside the circle in the image are characters that have a horizontal line.,are horizontally or vertically symmetrical about an axis
29,color,Characters colored red in the image are characters that contain a closed loop or circle.,are horizontally or vertically symmetrical about an axis
29,leftright,Characters on the right side in the image are characters that contain a closed loop or circle.,are horizontally or vertically symmetrical about an axis
300,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,contain at least one enclosed space or shape
300,color,Characters colored red in the image are characters that contain a vertical line.,contain at least one enclosed space or shape
300,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,contain at least one enclosed space or shape
301,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,have an open area facing up
301,color,Characters colored red in the image are characters that contain at least one vertical line.,have an open area facing up
301,leftright,Characters on the right side in the image are characters that contain at least one vertical line.,have an open area facing up
302,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,have vertical symmetry
302,color,Characters colored red in the image are characters that contain at least one enclosed area.,have vertical symmetry
302,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,have vertical symmetry
303,circle,Characters inside the circle in the image are characters that contain a vertical line.,have a central open U-body
303,color,Characters colored red in the image are characters that contain a vertical line.,have a central open U-body
303,leftright,Characters on the right side in the image are characters that contain a vertical line.,have a central open U-body
304,circle,Characters inside the circle in the image are characters that have a vertical line.,have a horizontal line at the bottom
304,color,Characters colored red in the image are characters that contain a loop.,have a horizontal line at the bottom
304,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have a horizontal line at the bottom
305,circle,Characters inside the circle in the image are characters that contain a vertical line.,"have no enclosed elements, whitespace, shapes, enclosures, or loops"
305,color,Characters colored red in the image are characters that have a straight vertical line.,"have no enclosed elements, whitespace, shapes, enclosures, or loops"
305,leftright,Characters on the right side in the image are characters that contain a horizontal line.,"have no enclosed elements, whitespace, shapes, enclosures, or loops"
306,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,have a closed loop in a triangular shape
306,color,Characters colored red in the image are characters that contain a small circle or dot.,have a closed loop in a triangular shape
306,leftright,Characters on the right side in the image are characters that have a vertical line with a small circle or loop at the top.,have a closed loop in a triangular shape
307,circle,Characters inside the circle in the image are characters that contain a vertical line.,are lines without circles at the end
307,color,Characters colored red in the image are characters that contain a straight vertical line.,are lines without circles at the end
307,leftright,Characters on the right side in the image are characters that have a straight vertical line.,are lines without circles at the end
308,circle,Characters inside the circle in the image are characters that contain a loop.,contain at least one right angle
308,color,Characters colored red in the image are characters that contain a loop or a circular shape.,contain at least one right angle
308,leftright,Characters on the right side in the image are characters that contain a loop.,contain at least one right angle
309,circle,Characters inside the circle in the image are characters that contain a loop.,have a loop in the bottom left
309,color,Characters colored red in the image are characters that contain a spiral or loop.,have a loop in the bottom left
309,leftright,Characters on the right side in the image are characters that contain a small loop or curl.,have a loop in the bottom left
30,circle,Characters inside the circle in the image are characters that have a closed loop or circle.,resemble the letter e or E
30,color,Characters colored red in the image are characters that contain a closed loop.,resemble the letter e or E
30,leftright,Characters on the right side in the image are characters that have a horizontal line through them.,resemble the letter e or E
310,circle,Characters inside the circle in the image are characters that contain a loop.,"are like a stylized 3, either frontward or backward"
310,color,Characters colored red in the image are characters that contain a spiral or loop.,"are like a stylized 3, either frontward or backward"
310,leftright,Characters on the right side in the image are characters that contain a loop or spiral.,"are like a stylized 3, either frontward or backward"
311,circle,Characters inside the circle in the image are characters that contain a loop.,"have two closed, non-crossing loops"
311,color,Characters colored red in the image are characters that contain a spiral or loop.,"have two closed, non-crossing loops"
311,leftright,Characters on the right side in the image are characters that contain a loop or curl.,"have two closed, non-crossing loops"
312,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,contain two closed loops or circles
312,color,Characters colored red in the image are characters that contain a loop or spiral.,contain two closed loops or circles
312,leftright,Characters on the right side in the image are characters that contain a loop or spiral.,contain two closed loops or circles
313,circle,Characters inside the circle in the image are characters that have a loop or circular shape.,have a closed loop at top
313,color,Characters colored red in the image are characters that contain a loop or spiral.,have a closed loop at top
313,leftright,Characters on the right side in the image are characters that contain a loop or spiral.,have a closed loop at top
314,circle,Characters inside the circle in the image are characters that have a vertical line on the right side.,contain two or more separate elements
314,color,Characters colored red in the image are characters that have a small circle or dot below them.,contain two or more separate elements
314,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,contain two or more separate elements
315,circle,Characters inside the circle in the image are characters that have a vertical line.,feature a loop that crosses itself
315,color,Characters colored red in the image are characters that have a horizontal line at the top.,feature a loop that crosses itself
315,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,feature a loop that crosses itself
316,circle,Characters inside the circle in the image are characters that contain a vertical line.,contact the upper line in two points
316,color,Characters colored red in the image are characters that have a vertical line on the right side.,contact the upper line in two points
316,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,contact the upper line in two points
317,circle,Characters inside the circle in the image are characters that have a horizontal line at the top.,have a closed loop or knot
317,color,Characters colored red in the image are characters that have a loop or circular shape.,have a closed loop or knot
317,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a closed loop or knot
318,circle,Characters inside the circle in the image are characters that contain a vertical line.,"contain at least one triangle, two vertical lines, and a horizontal line"
318,color,Characters colored red in the image are characters that have a horizontal line at the top with vertical lines extending downwards.,"contain at least one triangle, two vertical lines, and a horizontal line"
318,leftright,Characters on the right side in the image are characters that have a horizontal line at the top and a vertical line extending downwards from the middle of the horizontal line.,"contain at least one triangle, two vertical lines, and a horizontal line"
319,circle,Characters inside the circle in the image are characters that contain a vertical line.,contain a triangle or a triangular shape
319,color,Characters colored red in the image are characters that have a horizontal line at the top with vertical lines extending downward from it.,contain a triangle or a triangular shape
319,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,contain a triangle or a triangular shape
31,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,have a rounded bottom that extends the full width of the characters
31,color,Characters colored red in the image are characters that contain a horizontal line.,have a rounded bottom that extends the full width of the characters
31,leftright,Characters on the right side in the image are characters that have a curved or rounded shape.,have a rounded bottom that extends the full width of the characters
320,circle,Characters inside the circle in the image are characters that contain a vertical line.,"contain a left-hand vertical line, as well as a right-hand horizontal line"
320,color,Characters colored red in the image are characters that have a horizontal line at the top.,"contain a left-hand vertical line, as well as a right-hand horizontal line"
320,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,"contain a left-hand vertical line, as well as a right-hand horizontal line"
321,circle,Characters inside the circle in the image are characters that have a horizontal line at the top.,contain a full length diagonal line bottom left to top right
321,color,Characters colored red in the image are characters that have a horizontal line at the top.,contain a full length diagonal line bottom left to top right
321,leftright,Characters on the right side in the image are characters that have a diagonal line extending from the top left to the bottom right.,contain a full length diagonal line bottom left to top right
322,circle,Characters inside the circle in the image are characters that have a horizontal line at the top.,are connected to the top horizontal line at the right side of the letter
322,color,Characters colored red in the image are characters that have a horizontal line at the top.,are connected to the top horizontal line at the right side of the letter
322,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,are connected to the top horizontal line at the right side of the letter
323,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,contain two long vertical parallel lines which frame a character on the left and right sides
323,color,"Characters colored red in the image are characters that contain two intersecting diagonal lines forming an ""X"" shape.",contain two long vertical parallel lines which frame a character on the left and right sides
323,leftright,"Characters on the right side in the image are characters that contain an ""X"" shape.",contain two long vertical parallel lines which frame a character on the left and right sides
324,circle,"Characters inside the circle in the image are characters that contain an ""X"" shape.",contain at least one triangular shape
324,color,Characters colored red in the image are characters that contain a diamond shape.,contain at least one triangular shape
324,leftright,"Characters on the right side in the image are characters that contain an ""X"" shape.",contain at least one triangular shape
325,circle,Characters inside the circle in the image are characters that contain a vertical line.,have a dot on a line
325,color,Characters colored red in the image are characters that contain a vertical line with a small circle or dot at one end.,have a dot on a line
325,leftright,Characters on the right side in the image are characters that contain a vertical line with a dot on top.,have a dot on a line
326,circle,Characters inside the circle in the image are characters that contain a single dot.,are small compared to the rest
326,color,Characters colored red in the image are characters that contain a small filled circle.,are small compared to the rest
326,leftright,Characters on the right side in the image are characters that contain a single dot.,are small compared to the rest
327,circle,Characters inside the circle in the image are characters that contain a horizontal line.,"are similar to an F, with a vertical segment on the right side and two small oblique segments descending to the right"
327,color,Characters colored red in the image are characters that contain two parallel vertical lines connected by a horizontal line.,"are similar to an F, with a vertical segment on the right side and two small oblique segments descending to the right"
327,leftright,Characters on the right side in the image are characters that have a flag-like shape.,"are similar to an F, with a vertical segment on the right side and two small oblique segments descending to the right"
328,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,contain at least one enclosed region
328,color,"Characters colored red in the image are characters that contain an ""X"" shape.",contain at least one enclosed region
328,leftright,"Characters on the right side in the image are characters that contain an ""X"" shape.",contain at least one enclosed region
329,circle,Characters inside the circle in the image are characters that contain a vertical line.,are split symmetrically by a horizontal axis
329,color,"Characters colored red in the image are characters that contain an ""X"" shape.",are split symmetrically by a horizontal axis
329,leftright,"Characters on the right side in the image are characters that contain an ""X"" shape.",are split symmetrically by a horizontal axis
32,circle,Characters inside the circle in the image are characters that have a horizontal line.,have a horizontal line that extends the full width of the characters
32,color,Characters colored red in the image are characters that contain a horizontal line.,have a horizontal line that extends the full width of the characters
32,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a horizontal line that extends the full width of the characters
330,circle,Characters inside the circle in the image are characters that contain a horizontal line.,"have curved roots to the right, including the same N-shaped glyph"
330,color,Characters colored red in the image are characters that contain a vertical line enclosed within a semi-circle or partial rectangle.,"have curved roots to the right, including the same N-shaped glyph"
330,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,"have curved roots to the right, including the same N-shaped glyph"
331,circle,Characters inside the circle in the image are characters that contain a vertical line.,"have separate dots, containing a dot or more"
331,color,Characters colored red in the image are characters that contain a vertical line intersecting a curved line.,"have separate dots, containing a dot or more"
331,leftright,Characters on the right side in the image are characters that contain a vertical line on the left side.,"have separate dots, containing a dot or more"
332,circle,Characters inside the circle in the image are characters that contain a diagonal line.,contain multiple disconnected parts
332,color,Characters colored red in the image are characters that contain a closed loop or enclosed area.,contain multiple disconnected parts
332,leftright,Characters on the right side in the image are characters that contain a vertical line on the left side.,contain multiple disconnected parts
333,circle,Characters inside the circle in the image are characters that contain a vertical line.,"are pairs, with one containing a dot"
333,color,Characters colored red in the image are characters that contain a vertical line intersecting with a curved line.,"are pairs, with one containing a dot"
333,leftright,Characters on the right side in the image are characters that contain a curved line.,"are pairs, with one containing a dot"
334,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,have at least one curved line
334,color,Characters colored red in the image are characters that contain a vertical line with a curve or curves attached to it.,have at least one curved line
334,leftright,Characters on the right side in the image are characters that contain a vertical line with a horizontal line intersecting it.,have at least one curved line
335,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,are located to the right of the vertical line or dot
335,color,Characters colored red in the image are characters that contain a vertical line and an arc.,are located to the right of the vertical line or dot
335,leftright,Characters on the right side in the image are characters that contain at least one curved line.,are located to the right of the vertical line or dot
33,circle,Characters inside the circle in the image are characters that contain a vertical line.,have at least one vertical straight line
33,color,Characters colored red in the image are characters that contain a horizontal line.,have at least one vertical straight line
33,leftright,Characters on the right side in the image are characters that have a vertical line on the left side.,have at least one vertical straight line
34,circle,Characters inside the circle in the image are characters that contain a loop.,"contain a closed or enclosed shape, such as a loop or inner chamber"
34,color,Characters colored red in the image are characters that contain a loop or enclosed area.,"contain a closed or enclosed shape, such as a loop or inner chamber"
34,leftright,Characters on the right side in the image are characters that have a horizontal line.,"contain a closed or enclosed shape, such as a loop or inner chamber"
35,circle,Characters inside the circle in the image are characters that contain exactly three horizontal lines.,have small solid diamond dots on a horizontal line
35,color,Characters colored red in the image are characters that contain diamond shapes.,have small solid diamond dots on a horizontal line
35,leftright,Characters on the right side in the image are characters that contain an arrow shape.,have small solid diamond dots on a horizontal line
36,circle,Characters inside the circle in the image are characters that contain exactly five vertical lines.,contain diagonal lines bisected by a horizontal line
36,color,Characters colored red in the image are characters that contain diagonal lines.,contain diagonal lines bisected by a horizontal line
36,leftright,Characters on the right side in the image are characters that contain diagonal lines.,contain diagonal lines bisected by a horizontal line
37,circle,Characters inside the circle in the image are characters that contain exactly six straight lines.,contain at least one diagonal line
37,color,Characters colored red in the image are characters that contain diagonal lines.,contain at least one diagonal line
37,leftright,Characters on the right side in the image are characters that contain diagonal lines.,contain at least one diagonal line
38,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have vertical lines extending above a horizontal line
38,color,Characters colored red in the image are characters that have a horizontal line at the bottom.,have vertical lines extending above a horizontal line
38,leftright,Characters on the right side in the image are characters that consist of vertical lines only.,have vertical lines extending above a horizontal line
39,circle,Characters inside the circle in the image are characters that contain exactly four vertical lines.,have parallel vertical lines or bars
39,color,Characters colored red in the image are characters that contain multiple parallel horizontal lines.,have parallel vertical lines or bars
39,leftright,Characters on the right side in the image are characters that contain multiple parallel horizontal lines.,have parallel vertical lines or bars
40,circle,Characters inside the circle in the image are characters that contain exactly three vertical lines.,have a downward vertical line or lines
40,color,Characters colored red in the image are characters that have a horizontal line at the bottom.,have a downward vertical line or lines
40,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,have a downward vertical line or lines
41,circle,Characters inside the circle in the image are characters that contain multiple vertical lines.,have vertical lines and right angles
41,color,Characters colored red in the image are characters that contain horizontal lines.,have vertical lines and right angles
41,leftright,Characters on the right side in the image are characters that contain multiple parallel horizontal lines.,have vertical lines and right angles
42,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have zigzag tails or zigzag lines
42,color,Characters colored red in the image are characters that have a tilde (~) symbol.,have zigzag tails or zigzag lines
42,leftright,Characters on the right side in the image are characters that have a tilde (~) shape.,have zigzag tails or zigzag lines
43,circle,Characters inside the circle in the image are characters that are numbers.,are upright digits resembling Arabic numerals
43,color,Characters colored red in the image are characters that are numerical digits.,are upright digits resembling Arabic numerals
43,leftright,Characters on the right side in the image are numeric digits.,are upright digits resembling Arabic numerals
44,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,have two or more enclosed spaces or loops
44,color,Characters colored red in the image are characters that contain a circle or circular shape.,have two or more enclosed spaces or loops
44,leftright,Characters on the right side in the image are characters that contain a circle.,have two or more enclosed spaces or loops
45,circle,Characters inside the circle in the image are characters that have a curved shape.,"are based on a circle open to the right, resembling a C or G"
45,color,Characters colored red in the image are characters that have a small horizontal line or stroke at the bottom.,"are based on a circle open to the right, resembling a C or G"
45,leftright,Characters on the right side in the image are characters that contain a curve or arc.,"are based on a circle open to the right, resembling a C or G"
46,circle,"Characters inside the circle in the image are characters that contain the letter ""S"".","resemble the letter S, with possible added features"
46,color,"Characters colored red in the image are characters that have a shape resembling the letter ""S"".","resemble the letter S, with possible added features"
46,leftright,Characters on the right side in the image are characters that have a horizontal line in the middle.,"resemble the letter S, with possible added features"
47,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,"have a large oval shape resembling the letter O, possibly with additional features"
47,color,Characters colored red in the image are characters that contain a circle.,"have a large oval shape resembling the letter O, possibly with additional features"
47,leftright,Characters on the right side in the image are characters that contain a circle.,"have a large oval shape resembling the letter O, possibly with additional features"
48,circle,Characters inside the circle in the image are characters that contain a circular or oval shape.,have a perfect circle or oval
48,color,Characters colored red in the image are characters that contain a small circle or dot.,have a perfect circle or oval
48,leftright,Characters on the right side in the image are characters that contain at least one circular or oval shape.,have a perfect circle or oval
49,circle,Characters inside the circle in the image are characters that consist of straight lines only.,are made up of only straight lines
49,color,Characters colored red in the image are characters that are also used in the English alphabet.,are made up of only straight lines
49,leftright,Characters on the right side in the image are characters that consist only of straight lines.,are made up of only straight lines
50,circle,Characters inside the circle in the image are characters that contain at least one circular or oval shape.,"have at least one enclosed space, loop, or region"
50,color,Characters colored red in the image are characters that have a loop or circular shape.,"have at least one enclosed space, loop, or region"
50,leftright,Characters on the right side in the image are characters that contain at least one closed loop.,"have at least one enclosed space, loop, or region"
51,circle,Characters inside the circle in the image are characters that have a single round dot.,contain a short vertical line above a small horizontal line with a curved bend to the right
51,color,Characters colored red in the image are characters that have a horizontal line at the bottom.,contain a short vertical line above a small horizontal line with a curved bend to the right
51,leftright,Characters on the right side in the image are characters that contain a horizontal line.,contain a short vertical line above a small horizontal line with a curved bend to the right
52,circle,Characters inside the circle in the image are characters that contain a vertical line.,have crossed lines
52,color,Characters colored red in the image are characters that contain a horizontal line.,have crossed lines
52,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have crossed lines
53,circle,Characters inside the circle in the image are characters that contain at least one straight line.,have two round dots
53,color,Characters colored red in the image are characters that contain a vertical line with a horizontal line intersecting it.,have two round dots
53,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have two round dots
54,circle,Characters inside the circle in the image are characters that contain a curved line.,have one dot
54,color,Characters colored red in the image are characters that contain a small circle or dot.,have one dot
54,leftright,Characters on the right side in the image are characters that contain at least one curved line.,have one dot
55,circle,Characters inside the circle in the image are characters that have at least one dot.,have one or more dots
55,color,Characters colored red in the image are characters that contain at least one small filled circle.,have one or more dots
55,leftright,Characters on the right side in the image are characters that contain a small circle.,have one or more dots
56,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain a zigzag pattern
56,color,Characters colored red in the image are characters that contain a zigzag or lightning bolt shape.,contain a zigzag pattern
56,leftright,Characters on the right side in the image are characters that contain a diagonal line.,contain a zigzag pattern
57,circle,Characters inside the circle in the image are characters that contain a loop.,contain a small loop
57,color,Characters colored red in the image are characters that contain a loop.,contain a small loop
57,leftright,Characters on the right side in the image are characters that have a small loop or circle attached to a line.,contain a small loop
58,circle,Characters inside the circle in the image are characters that contain at least one straight line.,have an acute angle or diagonal line
58,color,Characters colored red in the image are characters that contain at least one sharp angle.,have an acute angle or diagonal line
58,leftright,Characters on the right side in the image are characters that contain at least one straight line.,have an acute angle or diagonal line
59,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,are round and do not contain any straight lines
59,color,Characters colored red in the image are characters that contain at least one closed loop.,are round and do not contain any straight lines
59,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,are round and do not contain any straight lines
5,circle,Characters inside the circle in the image are characters that contain a loop.,have a left-side loop shaped like a lower case e
5,color,Characters colored red in the image are characters that contain a loop.,have a left-side loop shaped like a lower case e
5,leftright,Characters on the right side in the image are characters that contain a loop.,have a left-side loop shaped like a lower case e
60,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain a small horizontal bar in the center
60,color,Characters colored red in the image are characters that contain at least one horizontal line.,contain a small horizontal bar in the center
60,leftright,Characters on the right side in the image are characters that contain a horizontal line.,contain a small horizontal bar in the center
61,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"are composed of mostly straight lines, with slight corner rounding allowed but no curved lines"
61,color,Characters colored red in the image are characters that contain at least one horizontal line.,"are composed of mostly straight lines, with slight corner rounding allowed but no curved lines"
61,leftright,Characters on the right side in the image are characters that contain at least one straight horizontal line.,"are composed of mostly straight lines, with slight corner rounding allowed but no curved lines"
62,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have a flat bottom
62,color,Characters colored red in the image are characters that contain at least one horizontal line.,have a flat bottom
62,leftright,Characters on the right side in the image are characters that contain at least one straight vertical line.,have a flat bottom
63,circle,Characters inside the circle in the image are characters that have at least one horizontal line.,have a horizontal line at the bottom
63,color,Characters colored red in the image are characters that contain at least one horizontal line.,have a horizontal line at the bottom
63,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,have a horizontal line at the bottom
64,circle,Characters inside the circle in the image are characters that contain a wavy or zigzag line.,have overlapping lines or parts that do not touch
64,color,Characters colored red in the image are characters that contain two connected wavy lines.,have overlapping lines or parts that do not touch
64,leftright,"Characters on the right side in the image are characters that contain at least one ""V"" shape.",have overlapping lines or parts that do not touch
65,circle,Characters inside the circle in the image are characters that contain a single dot.,have a downward-pointing triangle or V shape
65,color,"Characters colored red in the image are characters that contain a ""V"" shape.",have a downward-pointing triangle or V shape
65,leftright,"Characters on the right side in the image are characters that consist of a ""V"" shape.",have a downward-pointing triangle or V shape
66,circle,Characters inside the circle in the image are characters that contain a loop or a curve.,contain a U shape on a diagonal or a hook shape
66,color,Characters colored red in the image are characters that contain a dot.,contain a U shape on a diagonal or a hook shape
66,leftright,Characters on the right side in the image are characters that contain a loop.,contain a U shape on a diagonal or a hook shape
67,circle,Characters inside the circle in the image are characters that have straight lines.,have vertical symmetry
67,color,Characters colored red in the image are characters that contain at least one vertical line.,have vertical symmetry
67,leftright,Characters on the right side in the image are characters that have straight vertical lines.,have vertical symmetry
68,circle,Characters inside the circle in the image are characters that consist of straight lines only.,contain only straight lines
68,color,Characters colored red in the image are characters that contain at least one straight vertical line.,contain only straight lines
68,leftright,Characters on the right side in the image are characters that contain at least one straight vertical line.,contain only straight lines
69,circle,Characters inside the circle in the image are characters that have at least one horizontal line.,have horizontal straight lines
69,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,have horizontal straight lines
69,leftright,Characters on the right side in the image are characters that have at least one horizontal line.,have horizontal straight lines
6,circle,Characters inside the circle in the image are characters that contain a loop.,have fully enclosed spaces or closed loops
6,color,Characters colored red in the image are characters that contain a loop or circular shape.,have fully enclosed spaces or closed loops
6,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,have fully enclosed spaces or closed loops
70,circle,Characters inside the circle in the image are characters that have straight lines only.,can be written in one stroke
70,color,Characters colored red in the image are characters that have a curved line.,can be written in one stroke
70,leftright,Characters on the right side in the image are characters that do not contain any curves.,can be written in one stroke
71,circle,Characters inside the circle in the image are characters that do not contain any curves.,have a vertical straight line on the left side
71,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,have a vertical straight line on the left side
71,leftright,Characters on the right side in the image are characters that have a horizontal line at the bottom.,have a vertical straight line on the left side
72,circle,Characters inside the circle in the image are characters that contain a horizontal line.,do not have any enclosed shapes or spaces
72,color,Characters colored red in the image are characters that contain a horizontal line.,do not have any enclosed shapes or spaces
72,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,do not have any enclosed shapes or spaces
73,circle,Characters inside the circle in the image are characters that contain a horizontal line.,"have a full-height straight line on the right side, ending in a vertical line perpendicular to a horizontal line at the base of the character"
73,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have a full-height straight line on the right side, ending in a vertical line perpendicular to a horizontal line at the base of the character"
73,leftright,Characters on the right side in the image are characters that contain a vertical line.,"have a full-height straight line on the right side, ending in a vertical line perpendicular to a horizontal line at the base of the character"
74,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have a small vertical line at the base
74,color,Characters colored red in the image are characters that contain a horizontal line.,have a small vertical line at the base
74,leftright,Characters on the right side in the image are characters that have a horizontal line at the bottom.,have a small vertical line at the base
75,circle,Characters inside the circle in the image are characters that contain a horizontal line.,start with a 6 shape
75,color,Characters colored red in the image are characters that contain a horizontal line at the top.,start with a 6 shape
75,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,start with a 6 shape
76,circle,Characters inside the circle in the image are characters that contain a circle or an oval shape.,have vertically symetrical
76,color,Characters colored red in the image are characters that contain a circle.,have vertically symetrical
76,leftright,Characters on the right side in the image are characters that are perfectly symmetrical along a vertical axis.,have vertically symetrical
77,circle,Characters inside the circle in the image are characters that have a horizontal line at the top.,"contain a 2 shape, with variations such as a long straight line at the bottom or marks on top or underneath"
77,color,Characters colored red in the image are characters that have a horizontal line at the top.,"contain a 2 shape, with variations such as a long straight line at the bottom or marks on top or underneath"
