rule_id,visual,correctness_gemini,correctness_gpt,correctness_llavanext,correctness_instructblip,correctness_idefics2,correctness_idefics3,class,length,script,parse_depth
316,leftright,True,False,False,False,True,False,none,36,Syloti Nagri,4
317,circle,True,True,True,False,False,True,enclosed,26,Syloti Nagri,3
317,color,True,True,False,False,False,False,enclosed,26,Syloti Nagri,3
317,leftright,False,False,False,True,False,False,enclosed,26,Syloti Nagri,3
318,circle,False,True,True,False,False,False,none,72,Syloti Nagri,5
318,color,False,True,False,True,False,False,none,72,Syloti Nagri,5
318,leftright,False,False,True,False,False,True,none,72,Syloti Nagri,5
319,circle,False,False,False,False,False,False,none,40,Syloti Nagri,4
319,color,False,False,False,False,True,False,none,40,Syloti Nagri,4
319,leftright,False,False,False,False,True,False,none,40,Syloti Nagri,4
320,circle,False,False,False,False,True,False,none,74,Syloti Nagri,5
320,color,False,False,False,False,True,False,none,74,Syloti Nagri,5
320,leftright,False,False,False,False,False,False,none,74,Syloti Nagri,5
321,circle,True,False,False,True,False,False,diagonal,60,Syloti Nagri,5
321,color,True,True,True,False,True,True,diagonal,60,Syloti Nagri,5
321,leftright,True,True,False,False,False,False,diagonal,60,Syloti Nagri,5
322,circle,False,False,False,False,False,False,horizontal,72,Syloti Nagri,8
322,color,False,False,False,True,False,False,horizontal,72,Syloti Nagri,8
322,leftright,True,False,False,True,False,False,horizontal,72,Syloti Nagri,8
323,circle,False,True,False,False,True,True,vertical,92,Runic,7
323,color,True,True,False,False,True,False,vertical,92,Runic,7
323,leftright,True,True,False,True,False,True,vertical,92,Runic,7
324,circle,False,False,True,False,False,False,none,37,Runic,5
324,color,False,True,True,True,True,False,none,37,Runic,5
324,leftright,False,False,False,False,False,False,none,37,Runic,5
325,circle,True,True,True,False,False,False,none,20,Runic,5
325,color,True,False,True,False,False,True,none,20,Runic,5
325,leftright,True,True,False,True,False,False,none,20,Runic,5
326,circle,False,True,False,False,False,False,none,30,Runic,5
326,color,True,False,False,False,False,False,none,30,Runic,5
326,leftright,False,True,False,False,False,False,none,30,Runic,5
327,circle,False,True,False,False,False,True,specific,117,Runic,8
327,color,False,True,False,True,True,True,specific,117,Runic,8
327,leftright,True,True,False,True,False,True,specific,117,Runic,8
328,circle,True,True,False,True,False,False,enclosed,36,Runic,5
328,color,False,True,False,False,False,True,enclosed,36,Runic,5
328,leftright,False,True,False,False,False,False,enclosed,36,Runic,5
329,circle,False,True,True,False,True,False,symmetry,44,Runic,4
329,color,False,False,False,False,False,False,symmetry,44,Runic,4
329,leftright,False,False,False,False,True,False,symmetry,44,Runic,4
330,circle,False,False,False,False,False,False,none,65,Runic,6
330,color,False,True,True,False,False,True,none,65,Runic,6
330,leftright,True,True,False,False,False,True,none,65,Runic,6
331,circle,False,True,True,False,False,True,none,44,Runic,5
331,color,True,True,False,False,False,True,none,44,Runic,5
331,leftright,False,True,False,True,False,True,none,44,Runic,5
332,circle,False,False,False,False,False,False,stroke,35,Runic,3
332,color,False,False,False,False,False,False,stroke,35,Runic,3
332,leftright,False,False,False,False,False,False,stroke,35,Runic,3
333,circle,False,False,False,False,False,False,none,36,Runic,6
333,color,True,False,False,True,False,True,none,36,Runic,6
333,leftright,False,True,False,True,False,False,none,36,Runic,6
334,circle,True,False,True,False,False,True,none,29,Runic,5
334,color,False,False,False,True,False,True,none,29,Runic,5
334,leftright,False,False,False,False,True,False,none,29,Runic,5
335,circle,False,False,False,False,False,False,none,52,Runic,6
335,color,False,False,False,True,False,True,none,52,Runic,6
335,leftright,True,True,True,False,True,True,none,52,Runic,6
